"共有model数","item_name 中文","model_name 中文","目标价","model_image_susercontent","product_link","L2 中文","L3 中文","邀请码","model_id","final_1688_link","price judge","展示日期","item_id","item下最高价","特殊tag","日均销售额","日均单量","asp_tag_by_l1"
"239","摩托车轮胎,17英寸和14英寸轮毂可选,花纹包括火焰纹、Wave 110i纹、Rocky纹和卡车纹。通过泰国工业标准（TIS）认证。100%正品！","卡车轮胎花纹 2.75-17","15.06","https://cf.shopee.co.th/file/th-11134207-7ra0o-mcyr8jib4qgw0d","http://shopee.co.th/product/1538099700/42461367886","摩托车零配件","轮胎及配件","#N/A","'270954263535","缺少","P1","'12-30","'42461367886","15.06","","20-40美金","20-40单","高价品"
"3","适用于 Wave 125i 新款（2011-2025）的定制座椅 / 鲸鱼图案座椅,侧面丝网印刷,有 8 种颜色可选,防水,中等尺寸。","侧面丝网印刷 + 红色缝线,WAVE125i 新款 2012-2018","13.16","https://cf.shopee.co.th/file/th-11134207-7ra0i-mdhr94ltjeri92","http://shopee.co.th/product/472053317/28040053974","摩托车配件","座椅及座椅套","IVCN2025112531370","'261126762601","缺少","P1","'12-30","'28040053974","15.05","","20-40美金","20-40单","高价品"
"3","适用于 Wave 125i 新款（2011-2025）的定制座椅 / 鲸鱼图案座椅,侧面丝网印刷,有 8 种颜色可选,防水,中等尺寸。","侧面+蓝色缝线,WAVE125i 新款 2019-2022","13.34","https://cf.shopee.co.th/file/th-11134207-7ra0t-mdhr94ltjefnf5","http://shopee.co.th/product/472053317/28040053974","摩托车配件","座椅及座椅套","IVCN2025112531370","'261126762607","缺少","P1","'12-30","'28040053974","15.05","","20-40美金","20-40单","高价品"
"1","Y125Z 125Z 变速箱 6 档 22T 23T IKK RACING","Y125Z 6档齿轮 22T","15.04","https://cf.shopee.com.my/file/abeb6f746f01217eb0ddd3af803dbc3a","http://shopee.com.my/product/36304694/3630297524","摩托车零配件","传动系统、变速器和离合器","IVCN202605199081","'16508787666","缺少","P1","'12-30","'3630297524","15.04","","20-40美金","20-40单","高价品"
"1","苹果离合器垫片 XRM 110 - WAVE100 10个。","苹果离合器垫片 XRM 110 - WAVE100 10个。","15.03","https://cf.shopee.ph/file/2ab75b94ed336ad38a507140c1723727","http://shopee.ph/product/152927888/10192594192","摩托车零配件","传动系统、变速器和离合器","IVCN2026051910387","'106179986513","缺少","P1","'12-30","'10192594192","15.03","","20-40美金","20-40单","高价品"
"1","苹果离合器垫片 XRM125 FI（10个）","苹果离合器垫片 XRM125 FI（10个）","15.02","https://cf.shopee.ph/file/ph-11134207-7qul8-ljdfiyoy9avwc5","http://shopee.ph/product/152927888/22574156627","摩托车零配件","传动系统、变速器和离合器","IVCN2026051913641","'225429402280","缺少","P1","'12-30","'22574156627","15.02","","20-40美金","20-40单","高价品"
"2","摩托车滚珠轴承 6200、6201、6300、6301、6203、6202、6204、6004、6302（1 盒含 10 个轴承）","6304","15","https://cf.shopee.co.th/file/th-11134207-81ztc-mjbf0ztmk83k08","http://shopee.co.th/product/1687568825/27494000714","摩托车零配件","其他的","IVCN2026051918163","'395415962681","缺少","P1","'12-30","'27494000714","15","","20-40美金","20-40单","高价品"
"2","摩托车滚珠轴承 6200、6201、6300、6301、6203、6202、6204、6004、6302（1 盒含 10 个轴承）","6204","9.04","https://cf.shopee.co.th/file/th-11134207-81zte-mjbezz86zchwae","http://shopee.co.th/product/1687568825/27494000714","摩托车零配件","其他的","IVCN2026051918163","'395415962687","缺少","P1","'12-30","'27494000714","15","","20-40美金","20-40单","高价品"
"10","（6-8-10孔）摩托车燃油喷射器,适用于XRM F RS125 RS150 ADV150 Click125 Click150 PCX150 Scoopy Vario Beat fi改装件","10孔-200cc","8.22","https://cf.shopee.ph/file/sg-11134201-820mo-mnmshkgyxiwy76","http://shopee.ph/product/139042172/15325879535","摩托车零配件","燃油系统","IVCN202605199211","'28277188937","缺少","P1","'12-30","'15325879535","14.99","","20-40美金","20-40单","中价品"
"10","（6-8-10孔）摩托车燃油喷射器,适用于XRM F RS125 RS150 ADV150 Click125 Click150 PCX150 Scoopy Vario Beat fi改装件","10孔-200cc","8.22","https://cf.shopee.ph/file/sg-11134201-820mo-mnmshkgyxiwy76","http://shopee.ph/product/139042172/15325879535","摩托车零配件","燃油系统","IVCN202605199211","'28277188937","缺少","P1","'12-30","'15325879535","14.99","","20-40美金","20-40单","中价品"
"10","（6-8-10孔）摩托车燃油喷射器,适用于XRM F RS125 RS150 ADV150 Click125 Click150 PCX150 Scoopy Vario Beat fi改装件","6孔-165cc","14.99","https://cf.shopee.ph/file/sg-11134201-820mo-mnmshkgyxiwy76","http://shopee.ph/product/139042172/15325879535","摩托车零配件","燃油系统","IVCN202605199211","'28277188940","缺少","P1","'12-30","'15325879535","14.99","","20-40美金","20-40单","高价品"
"10","（6-8-10孔）摩托车燃油喷射器,适用于XRM F RS125 RS150 ADV150 Click125 Click150 PCX150 Scoopy Vario Beat fi改装件","6孔-165cc","14.99","https://cf.shopee.ph/file/sg-11134201-820mo-mnmshkgyxiwy76","http://shopee.ph/product/139042172/15325879535","摩托车零配件","燃油系统","IVCN202605199211","'28277188940","缺少","P1","'12-30","'15325879535","14.99","","20-40美金","20-40单","高价品"
"10","（6-8-10孔）摩托车燃油喷射器,适用于XRM F RS125 RS150 ADV150 Click125 Click150 PCX150 Scoopy Vario Beat fi改装件","8孔-185毫升","13.59","https://cf.shopee.ph/file/sg-11134201-820mo-mnmshkgyxiwy76","http://shopee.ph/product/139042172/15325879535","摩托车零配件","燃油系统","IVCN202605199211","'28277188941","缺少","P1","'12-30","'15325879535","14.99","","20-40美金","20-40单","高价品"
"10","（6-8-10孔）摩托车燃油喷射器,适用于XRM F RS125 RS150 ADV150 Click125 Click150 PCX150 Scoopy Vario Beat fi改装件","8孔-185毫升","13.59","https://cf.shopee.ph/file/sg-11134201-820mo-mnmshkgyxiwy76","http://shopee.ph/product/139042172/15325879535","摩托车零配件","燃油系统","IVCN202605199211","'28277188941","缺少","P1","'12-30","'15325879535","14.99","","20-40美金","20-40单","高价品"
"10","（6-8-10孔）摩托车燃油喷射器,适用于XRM F RS125 RS150 ADV150 Click125 Click150 PCX150 Scoopy Vario Beat fi改装件","6孔-145cc","14.23","https://cf.shopee.ph/file/sg-11134201-820mo-mnmshkgyxiwy76","http://shopee.ph/product/139042172/15325879535","摩托车零配件","燃油系统","IVCN202605199211","'28277188942","缺少","P1","'12-30","'15325879535","14.99","","20-40美金","20-40单","高价品"
"10","（6-8-10孔）摩托车燃油喷射器,适用于XRM F RS125 RS150 ADV150 Click125 Click150 PCX150 Scoopy Vario Beat fi改装件","6孔-145cc","14.23","https://cf.shopee.ph/file/sg-11134201-820mo-mnmshkgyxiwy76","http://shopee.ph/product/139042172/15325879535","摩托车零配件","燃油系统","IVCN202605199211","'28277188942","缺少","P1","'12-30","'15325879535","14.99","","20-40美金","20-40单","高价品"
"10","（6-8-10孔）摩托车燃油喷射器,适用于XRM F RS125 RS150 ADV150 Click125 Click150 PCX150 Scoopy Vario Beat fi改装件","6孔-150cc","10.19","https://cf.shopee.ph/file/sg-11134201-820mo-mnmshkgyxiwy76","http://shopee.ph/product/139042172/15325879535","摩托车零配件","燃油系统","IVCN202605199211","'28277188943","缺少","P1","'12-30","'15325879535","14.99","","20-40美金","20-40单","中价品"
"10","（6-8-10孔）摩托车燃油喷射器,适用于XRM F RS125 RS150 ADV150 Click125 Click150 PCX150 Scoopy Vario Beat fi改装件","6孔-150cc","10.19","https://cf.shopee.ph/file/sg-11134201-820mo-mnmshkgyxiwy76","http://shopee.ph/product/139042172/15325879535","摩托车零配件","燃油系统","IVCN202605199211","'28277188943","缺少","P1","'12-30","'15325879535","14.99","","20-40美金","20-40单","中价品"
"1","现货！！！EX5 原装 EX5 EX5 标准型消音器","原装 EX5 消音器","14.98","https://cf.shopee.com.my/file/my-11134207-7r98s-luipbbzlnsnh92","http://shopee.com.my/product/179055923/25226056669","摩托车零配件","尾气和排放","IVCN2026051910469","'109147125388","缺少","P1","'12-30","'25226056669","14.98","","20-40美金","20-40单","高价品"
"1","适用于老款雅马哈Fino（2013-2015款）的后货架🏆TP🏆","适用于老款雅马哈Fino（2013-2015款）的后货架🏆TP🏆","14.94","https://cf.shopee.co.th/file/th-11134207-7ras9-m659lpdnwxbq87","http://shopee.co.th/product/733045484/25041337882","摩托车配件","其他的","IVCN2026051914713","'247624294500","缺少","P1","'12-30","'25041337882","14.94","","20-40美金","20-40单","高价品"
"2","特价优惠 - 正品 NÓN SƠN ATG-ĐO310 半盔,带通风孔","尺码：M（56.5厘米）","14.85","https://cf.shopee.vn/file/vn-11134207-81ztc-mn45all8q9s217","http://shopee.vn/product/40233555/2894951482","摩托车头盔及配件","","IVCN2026051910393","'106721791737","缺少","P1","'12-30","'2894951482","14.93","","20-40美金","20-40单","高价品"
"2","特价优惠 - 正品 NÓN SƠN ATG-ĐO310 半盔,带通风孔","全新 L 码（57.5 厘米）","14.93","https://cf.shopee.vn/file/vn-11134207-81ztc-mn45all8q9s217","http://shopee.vn/product/40233555/2894951482","摩托车头盔及配件","","IVCN2026051910393","'106721791738","缺少","P1","'12-30","'2894951482","14.93","","20-40美金","20-40单","高价品"
"1","适用于WAVE110I的改装节气门体。适用于Wave 110i（2011-2018款）及2021款车型。也适用于WAVE110i、WAVE-125i和DREAM SUPERCUP（24-34MM）。节气门体上印有代码w110i Wave 110i AAA+。安装和使用简便。","26毫米","14.91","https://cf.shopee.co.th/file/sg-11134201-820lk-mnqqrpeyvdhde7","http://shopee.co.th/product/1680630681/54652137260","摩托车零配件","燃油系统","IVCN2026041057453","'400207709201","缺少","P1","'12-30","'54652137260","14.91","","20-40美金","20-40单","高价品"
"1","CRF 150L CRF150 连杆轴承单筒减震器衬套套装减震器轴承","CRF 150L CRF150 连杆轴承单筒减震器衬套套装减震器轴承","14.91","https://cf.shopee.ph/file/sg-11134201-7rdvj-mdjza7c9rrac51","http://shopee.ph/product/273700948/28201630999","摩托车零配件","传动系统、变速器和离合器","IVCN2026051912015","'178236880262","缺少","P1","'12-30","'28201630999","14.91","","20-40美金","20-40单","高价品"
"1","TOKAHI EX5/DREAM/KRISS100 赛车高凸轮轴","TOKAHI EX5/DREAM/KRISS100 赛车高凸轮轴","14.9","https://cf.shopee.com.my/file/329eadb7bf86e0b97b6a4cc5f8fd4e54","http://shopee.com.my/product/178060197/9314623553","摩托车零配件","传动系统、变速器和离合器","IVCN202605199455","'43683208530","缺少","P1","'12-30","'9314623553","14.9","","100-300美金","20-40单","高价品"
"1","遮阳板挡风玻璃标准鳍片 NMAX TURBO NEO NEO S（3毫米厚度）","NMAX 涡轮增压标准版,清晰","14.88","https://cf.shopee.ph/file/id-11134207-81ztm-mfcif4cjd72i1e","http://shopee.ph/product/1247792042/43172726992","摩托车配件","其他的","IVCN2026051915667","'266846063914","缺少","P1","'12-30","'43172726992","14.88","","20-40美金","20-40单","高价品"
"2","原装 MOTOWOLF® 升级版全新设计运动相机/运动相机支架 MDL3532B","车把","6.08","https://cf.shopee.ph/file/ph-11134207-81ztj-mm9ste54bggfe0","http://shopee.ph/product/446623599/13614103615","摩托车配件","手机支架","IVCN2026041041489","'94978114907","缺少","P1","'12-30","'13614103615","14.88","","20-40美金","20-40单","高价品"
"2","5公斤钢球组合,尺寸分别为6.35毫米、7毫米和8毫米","5公斤 8毫米","13.99","https://cf.shopee.vn/file/vn-11134207-820l4-mh3phr98ioen5a","http://shopee.vn/product/1506816082/47601479992","摩托车零配件","传动系统、变速器和离合器","IVCN202603177785","'325134824418","缺少","P1","'12-30","'47601479992","14.87","","20-40美金","20-40单","高价品"
"1","TAYAR SWALLOW SLASH SB151 PRO 系列 70/80-17 | 80/80-17 无内胎轮胎 软配方 - 花纹 BATTLAX S22 (SB-151)","70/80-17 TL","14.87","https://cf.shopee.com.my/file/my-11134207-7r98z-lzkmrbxfthm194","http://shopee.com.my/product/65859188/26459684860","摩托车零配件","轮胎及配件","IVCN2026051914363","'241497618078","缺少","P1","'12-30","'26459684860","14.87","","20-40美金","20-40单","高价品"
"1","老款 Mio Sporty Mio 前盖 + 反光片","黑色 + 灯","14.86","https://cf.shopee.ph/file/id-11134207-7rbkb-m8sk429pu3gbcd","http://shopee.ph/product/344665644/47000994017","摩托车零配件","车身及车架","IVCN2026051916449","'292134061528","缺少","P1","'12-30","'47000994017","14.86","","20-40美金","20-40单","高价品"
"2","特价优惠 - 正品 NÓN SƠN ATG-NU718 通风头盔","M码（54-56厘米）","14.85","https://cf.shopee.vn/file/vn-11134207-81ztc-mn458nlgjqbkd2","http://shopee.vn/product/40233555/22858265335","摩托车头盔及配件","","IVCN202605199855","'69709865708","缺少","P1","'12-30","'22858265335","14.85","","80-100美金","20-40单","高价品"
"2","特价优惠 - 正品 NÓN SƠN ATG-NU718 通风头盔","L码（56-58厘米）","14.79","https://cf.shopee.vn/file/vn-11134207-81ztc-mn458nlgjqbkd2","http://shopee.vn/product/40233555/22858265335","摩托车头盔及配件","","IVCN202605199855","'69709865709","缺少","P1","'12-30","'22858265335","14.85","","60-80美金","20-40单","高价品"
"1","适用于2009-2011款Scoopy I的完整点火开关套装。包含点火开关和座椅锁钥匙。高品质,安全型。","史酷比","14.79","https://cf.shopee.co.th/file/sg-11134201-8261e-mln9dr5tex39fc","http://shopee.co.th/product/1298134057/45657029683","摩托车配件","锁具与安防","IVCN2026051917885","'375626350140","缺少","P1","'12-30","'45657029683","14.79","","20-40美金","20-40单","高价品"
"1","LC135 4S/ LC135 5S/ Y15ZR TOBAKI RACING 启动离合器总成（单向启动）Y15 YSUKU Y SUKU","LC135-4S,全套","14.75","https://cf.shopee.com.my/file/my-11134207-7r98z-llsy5wybicb788","http://shopee.com.my/product/193980280/21193208273","摩托车零配件","传动系统、变速器和离合器","IVCN2026051911199","'147020696803","缺少","P1","'12-30","'21193208273","14.75","","20-40美金","20-40单","高价品"
"1","适用于 GIORNO LEAD、W110i、W110i LED、W125SR、W125i（挡风玻璃版）、W125i NEW、W125i NEW LED 和 DREAM 的全套 CNC 加工平头整流罩螺栓。","天","14.74","https://cf.shopee.co.th/file/th-11134207-81zto-metkg3ryh34079","http://shopee.co.th/product/358253972/23729009049","摩托车零配件","其他的","IVCN2026051912219","'186271625685","缺少","P1","'12-30","'23729009049","14.74","","20-40美金","20-40单","高价品"
"1","适用于 WAVE 110i (2019-2025) 的尾灯和转向灯罩套装 # 4024-102-ZDD (透明)","4024-102-ZDD（透明盖）","14.73","https://cf.shopee.co.th/file/th-11134207-81ztc-ml0en8z6rif5c5","http://shopee.co.th/product/309364075/42378819996","摩托车零配件","灯光","IVCN2026051917741","'365571610432","缺少","P1","'12-30","'42378819996","14.73","","20-40美金","20-40单","高价品"
"1","雅马哈 Mio 可调节锁定销。高品质锁定销,多种尺寸可选。产品品质卓越,与图片完全一致,AAA 级。","3毫米","14.73","https://cf.shopee.co.th/file/th-11134207-7rasf-m6m2ob22ozcne0","http://shopee.co.th/product/105904133/26077322038","摩托车零配件","其他的","IVCN2026051911717","'166986215609","缺少","P1","'12-30","'26077322038","14.73","","20-40美金","20-40单","高价品"
"1","带储液罐的 RCB 刹车手柄与所有使用带储液罐刹车手柄的手动变速摩托车兼容,包括 Sirius 110、Si 50、Ex 150、Ex 135 和 Raider。","带储液罐的 RCB 刹车手柄与所有使用带储液罐刹车手柄的手动变速摩托车兼容,包括 Sirius 110、Si 50、Ex 150、Ex 135 和 Raider。","14.73","https://cf.shopee.vn/file/vn-11134207-7r98o-lokut5m67ugj20","http://shopee.vn/product/1060426221/23661631386","摩托车零配件","制动系统","IVCN2026051912957","'207173602509","缺少","P1","'12-30","'23661631386","14.73","","40-60美金","20-40单","高价品"
"1","摩托车燃油喷射器 Beat Fi / Beat Esp / Beat Street / Spacy Fi / Scoopy Fi / Vario 110 / Genio / Pcx / Adv (K25) 110 - 265 CC","6孔-110cc","14.72","https://cf.shopee.ph/file/sg-11134201-820nr-mnnxt9a8w005d7","http://shopee.ph/product/139042172/28173983290","摩托车零配件","燃油系统","IVCN2026051910439","'108571210898","缺少","P1","'12-30","'28173983290","14.72","","20-40美金","20-40单","中价品"
"1","RSB RACING 重型链条/RANTAI MOTOR - 适用于摩托车链条","415HO-132L O型圈","14.71","https://cf.shopee.com.my/file/my-11134207-7rask-mc3ga84ly34na0","http://shopee.com.my/product/1133322698/40808280978","摩托车零配件","传动系统、变速器和离合器","IVCN2026011513894","'248620714618","缺少","P1","'12-30","'40808280978","14.71","","20-40美金","20-40单","高价品"
"239","泰国产 Tep 220mm 6环 304 不锈钢刹车盘 - 2026 型号,适用于 Wave - Sirius - Ex135 - AB。","Tep - 2026 -Titanl","14.69","https://cf.shopee.vn/file/vn-11134207-81ztc-mmr4xef2s3r4f2","http://shopee.vn/product/1752067584/57608328643","摩托车零配件","制动系统","#N/A","'400739642583","缺少","P1","'12-30","'57608328643","14.69","","20-40美金","20-40单","高价品"
"1","适用于 NS 150 / 160 / 200 RS 150 / 160 / 200 / 220 Dominar 400 的弯管","ns 150 至 200","14.67","https://cf.shopee.ph/file/ph-11134207-7r98o-lu7o1mdqxaixb8","http://shopee.ph/product/147502113/7755721352","摩托车零配件","尾气和排放","IVCN202605199891","'71259902795","缺少","P1","'12-30","'7755721352","14.67","","20-40美金","20-40单","高价品"
"1","XRM 110 线束完整套装""MSM""品牌","XRM 110 线束完整套装""MSM""品牌","14.67","https://cf.shopee.ph/file/sg-11134201-7rdx9-mdls7vu2w311a8","http://shopee.ph/product/1098721277/40713960090","摩托车零配件","电缆和管材","IVCN2026051916715","'301151580166","缺少","P1","'12-30","'40713960090","14.67","","20-40美金","20-40单","高价品"
"1","正品雅马哈凸轮轴轴承 Aerox Nmax","巨细","14.63","https://cf.shopee.ph/file/75bb56b62628e48d10cdfb8323eb269d","http://shopee.ph/product/150801845/6400478138","摩托车零配件","传动系统、变速器和离合器","IVCN2026051912723","'202192245461","缺少","P1","'12-30","'6400478138","14.63","","20-40美金","20-40单","高价品"
"1","110/70-12 (SR) EL89 EXCELLA TL 轮胎,FILANO 花纹 **3104631**","110/70-12 (SR) EL89 EXCELLA TL 轮胎,FILANO 花纹 **3104631**","14.63","https://cf.shopee.co.th/file/th-11134207-81ztn-mi2ujiy6vqwz4f","http://shopee.co.th/product/1425239630/55202868432","摩托车零配件","轮胎及配件","IVCN2026051918491","'420277179411","缺少","P1","'12-30","'55202868432","14.63","","20-40美金","20-40单","高价品"
"1","Pitsbike Kevlar 离合器衬片带弹簧 Sniper155 WR155 每套 2+1 片（即插即用）","C.衬里带弹簧,Sniper155/wr155","14.63","https://cf.shopee.ph/file/ph-11134207-7r98y-lt6gftpmnbat37","http://shopee.ph/product/169498636/25420371068","摩托车零配件","传动系统、变速器和离合器","IVCN2026051912975","'207389984968","缺少","P1","'12-30","'25420371068","14.63","","20-40美金","20-40单","高价品"
"1","TRC TD021 无内胎踏板车轮胎,适用于 AirBlade、Vision、Click、Vairo、Luvias 等品牌","后轮胎 90/90-14","14.62","https://cf.shopee.vn/file/vn-11134207-7r98o-lklxn2wnqx74a0","http://shopee.vn/product/616138/9872446818","摩托车零配件","轮胎及配件","IVCN2026051910417","'108163523928","缺少","P1","'12-30","'9872446818","14.62","","20-40美金","20-40单","高价品"
"239","DDC 3合1链条和链轮套装适用于所有Wave车型,包括W-110i、W-125和W-125i（鲸鱼） - 正品,100%质量。","428H-14-34-106","14.01","https://cf.shopee.co.th/file/th-11134207-81ztf-mkoxb6b5nh8n7e","http://shopee.co.th/product/130577767/50856206344","摩托车零配件","其他的","#N/A","'262409631047","缺少","P1","'12-30","'50856206344","14.6","","20-40美金","20-40单","高价品"
"239","DDC 3合1链条和链轮套装适用于所有Wave车型,包括W-110i、W-125和W-125i（鲸鱼） - 正品,100%质量。","428H-14-36-108","14.6","https://cf.shopee.co.th/file/th-11134207-81ztc-mkoxbb2xzwg10a","http://shopee.co.th/product/130577767/50856206344","摩托车零配件","其他的","#N/A","'262409631049","缺少","P1","'12-30","'50856206344","14.6","","20-40美金","20-40单","高价品"
"1","TBT车把套适用于所有车型,柔软时尚。","V1","14.58","https://cf.shopee.co.th/file/th-11134207-81ztq-mgtiriwfcwst31","http://shopee.co.th/product/141339291/48451061525","摩托车配件","其他的","IVCN2026051916933","'310094319801","缺少","P1","'12-30","'48451061525","14.58","","20-40美金","20-40单","高价品"
"1","GS GTZ6V 电池（12V - 5Ah） - 专用于 AB 125/150、SH、Lead、Vision、Exciter 150、Winner","GS GTZ6V 电池（12V - 5Ah） - 专用于 AB 125/150、SH、Lead、Vision、Exciter 150、Winner","14.57","https://cf.shopee.vn/file/vn-11134207-81ztc-ml3ds1n00buqef","http://shopee.vn/product/1747821480/54206371834","摩托车零配件","电池及配件","IVCN2026051916473","'292416734131","缺少","P1","'12-30","'54206371834","14.57","","60-80美金","20-40单","高价品"
"1","Frando 四活塞刹车卡钳,优质产品,100A,适用于多种车型","需要","14.57","https://cf.shopee.vn/file/vn-11134207-81ztc-mm5t4p6pmc5c69","http://shopee.vn/product/1752067584/52857999286","摩托车零配件","制动系统","IVCN2026051918815","'440711475031","缺少","P1","'12-30","'52857999286","14.57","","20-40美金","20-40单","高价品"
"1","适用于100-150cc摩托车的升降支架。","适用于100-150cc摩托车的升降支架。","14.55","https://cf.shopee.co.th/file/th-11134207-81ztk-mkpggf9vgmbl9c","http://shopee.co.th/product/1199703136/47156231186","摩托车配件","其他的","IVCN2026051917125","'320563845324","缺少","P1","'12-30","'47156231186","14.55","","20-40美金","20-40单","高价品"
"1","MOTOWOLF MDL 0715 储物包,摩托车边包,防水防雨 MDL0715","黑色的","14.55","https://cf.shopee.co.th/file/th-11134207-7rase-m2df6n8fajs4ea","http://shopee.co.th/product/369854616/28167049453","摩托车配件","其他的","IVCN2026051911291","'148876574999","缺少","P1","'12-30","'28167049453","14.55","","20-40美金","20-40单","高价品"
"1","适用于三轮车、三轮车和人力车的大型和小型不锈钢工具箱 - 高质量、厚实、坚固。","大盒子","14.55","https://cf.shopee.vn/file/vn-11134207-7ra0g-m7yfdo0wph8nea","http://shopee.vn/product/562925334/28131324163","摩托车配件","盒子和箱子","IVCN2026051914237","'237594446673","缺少","P1","'12-30","'28131324163","14.55","","20-40美金","20-40单","高价品"
"1","**新店开业促销：** ND City TL（无内胎）轮辋,10、12、13、14、15 英寸,适用于踏板车。","110/70-12","14.55","https://cf.shopee.co.th/file/th-11134207-7r98r-lv1ichzio5r195","http://shopee.co.th/product/1219867647/25378257934","摩托车零配件","轮胎及配件","IVCN2026051911927","'176454228372","缺少","P1","'12-30","'25378257934","14.55","","20-40美金","20-40单","高价品"
"2","C70 GBO GBOJ GB6 FAME 标准排气管 排气管 排气消声器管（A级）","C70 GBO GBOJ GB6 FAME 标准排气管 排气管 排气消声器管（A级）","14.47","https://cf.shopee.com.my/file/my-11134207-7r990-lnzmwuevvtz115","http://shopee.com.my/product/200176485/24550793875","摩托车零配件","尾气和排放","IVCN2026051911669","'166214524889","缺少","P1","'12-30","'24550793875","14.47","","20-40美金","20-40单","高价品"
"1","**需要内胎。** IRC NR58 MAXING 轮胎,17 英寸和 18 英寸轮辋,适用于 Wave 110 和 Wave 125 摩托车。","2.75-17 TT（1 条轮胎）,IRC 内胎。","14.47","https://cf.shopee.co.th/file/340208ebceed13f94545be5d2989d5f5","http://shopee.co.th/product/460455480/11239619784","摩托车零配件","轮胎及配件","IVCN2026051910205","'94925039738","缺少","P1","'12-30","'11239619784","14.47","","20-40美金","20-40单","高价品"
"1","摩托车遮阳罩、雨罩、遮阳板、摩托车伞篷。安装简便,可固定在前视镜杆上。","摩托车遮阳篷","14.46","https://cf.shopee.co.th/file/th-11134207-7r98r-lxqod98b07u8b5","http://shopee.co.th/product/793962158/24933507104","摩托车配件","封面","IVCN2026051912021","'178307825496","缺少","P1","'12-30","'24933507104","14.46","","20-40美金","20-40单","高价品"
"1","Sirius 双层座椅,白色泡沫 Sirius","厚厚的白色泡沫","14.46","https://cf.shopee.vn/file/vn-11134207-7ras8-m5wbl3rb7kqg84","http://shopee.vn/product/218699559/20047132623","摩托车配件","座椅及座椅套","IVCN2026051913679","'226086504476","缺少","P1","'12-30","'20047132623","14.46","","20-40美金","20-40单","高价品"
"2","NISSIN 卡钳刹车 NISSIN SAMURAI Y15ZR WAVE125 RS150 LC135","日清 - 红色,LC135 4S","14.46","https://cf.shopee.com.my/file/sg-11134201-7ratr-mal061jeyde8be","http://shopee.com.my/product/312772735/15397540568","摩托车零配件","制动系统","IVCN202605199231","'29384687826","缺少","P1","'12-30","'15397540568","14.46","","20-40美金","20-40单","高价品"
"2","NISSIN 卡钳刹车 NISSIN SAMURAI Y15ZR WAVE125 RS150 LC135","日清 - 黑色,LC135 4S","14.11","https://cf.shopee.com.my/file/sg-11134201-7ratr-mal061jeyde8be","http://shopee.com.my/product/312772735/15397540568","摩托车零配件","制动系统","IVCN202605199231","'39662944828","缺少","P1","'12-30","'15397540568","14.46","","20-40美金","20-40单","高价品"
"1","BWIN 凸轮轴承 NMAX AEROX M3 mio","Nmax 气溶胶","14.43","https://cf.shopee.ph/file/ph-11134207-7rasb-m63grxel48lq0f","http://shopee.ph/product/304073451/28475786764","摩托车零配件","传动系统、变速器和离合器","IVCN2026051911551","'159011225227","缺少","P1","'12-30","'28475786764","14.43","","20-40美金","20-40单","高价品"
"1","适用于 JUPITER MX VEGA 摩托车 JUPITER Z NEW VEGAZR 等的前轮碟刹 300 毫米宽 PSM 型号。","Jupiter MX 300MM KM,前碟刹","14.42","https://cf.shopee.ph/file/id-11134207-7qul1-ljwtmd8um1yfa1","http://shopee.ph/product/332214852/22750057123","摩托车零配件","制动系统","IVCN2026051911741","'167785639779","缺少","P1","'12-30","'22750057123","14.42","","20-40美金","20-40单","高价品"
"1","LZY 川崎 HD3 座椅总成 高品质摩托车","川崎HD3","14.41","https://cf.shopee.ph/file/ph-11134207-7qula-li2qfsg21efwed","http://shopee.ph/product/331892287/22171165624","摩托车配件","座椅及座椅套","IVCN2026051910457","'108983338527","缺少","P1","'12-30","'22171165624","14.41","","20-40美金","20-40单","高价品"
"1","LC135 手柄开关 双信号开/关 Suiz Kanan Kiri R/H L/H LC V1-V7 Nvx Ego Egos Solariz Nouvo Avantiz 黑色碳纤维","黑色套装+免费接力","14.38","https://cf.shopee.com.my/file/my-11134207-7r98u-lwzg3mcoxuggf0","http://shopee.com.my/product/627076133/28653780628","摩托车零配件","其他的","IVCN2026041052809","'246088361181","缺少","P1","'12-30","'28653780628","14.38","","20-40美金","20-40单","高价品"
"1","适用于 WAVE 125 i NEW LED（鲸鱼款）的原装座椅,黑色,2019-2022 年款。摩托车座椅,原装款式,原厂安装。","适用于 WAVE 125 i NEW LED（鲸鱼款）的原装座椅,黑色,2019-2022 年款。摩托车座椅,原装款式,原厂安装。","14.38","https://cf.shopee.co.th/file/5344125f96cfd37e78a2f801e2631c46","http://shopee.co.th/product/472053317/20645328108","摩托车配件","座椅及座椅套","IVCN2026051913103","'212292102221","缺少","P1","'12-30","'20645328108","14.38","","20-40美金","20-40单","高价品"
"1","前挡泥板 AB 2020 / 2021 / 2022 / 2023 / 2024 / 2025 - AB 125 - 150 - 160 - 4气门 - 原装编号 2 如图所示","哑光黑","14.36","https://cf.shopee.vn/file/vn-11134207-7ra0g-m967l8pu3cdqcd","http://shopee.vn/product/1526629519/28235458735","摩托车配件","挡泥板和防溅板","IVCN2026051914045","'234190792808","缺少","P1","'12-30","'28235458735","14.36","","20-40美金","20-40单","高价品"
